danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,track.name,user
0.482,0.473,10,-10.377,1,0.0358,0.515,7.26e-4,0.0954,0.039,101.785,61MoKejsY2k0hVb50zZ4Yn,334294,4,Get Free,Both
0.355,0.541,8,-9.667,0,0.0608,0.0457,0.00516,0.316,0.337,123.524,6eGMMPRVYzpssGgednRvzU,180902,3,Cherry,Erica
0.551,0.677,2,-6.347,1,0.0893,0.0589,0.0566,0.112,0.293,89.961,7vHmfnKJMWYWzS1H3dC5VF,238719,4,In My Feelings,Both
0.502,0.708,9,-6.65,1,0.0551,0.383,0.29,0.121,0.252,88.022,6sfO4X9Mw1NSbuPb0kBM9k,276437,4,God Bless America - And All The Beautiful Women In It,Both
0.415,0.402,7,-9.063,1,0.0354,0.556,0.0677,0.198,0.237,144.033,4mq14Qa6OehdiyZFtHcdCH,295569,4,13 Beaches,Both
0.393,0.365,1,-7.426,0,0.0413,0.721,4.33e-5,0.124,0.23,120.192,6jPSxPbNzV64hdwrFIPaIl,296619,3,Blanket Me,Erica
0.397,0.642,2,-5.629,1,0.0296,4.41e-4,0.0202,0.094,0.0875,71.999,1PIOY2v1f0VfzJ7FwTEgJu,247053,4,Spirit,Erica
0.568,0.558,9,-8.553,1,0.0278,0.724,3.31e-4,0.116,0.287,104.991,6uaIMhUZXMuT2Zz0vxrFiR,239960,4,The Woods - Acoustic,Erica
0.577,0.523,0,-5.538,0,0.0429,0.491,0,0.147,0.29,134.93,06u5LrUpbosQlQ1QJFhPpG,231400,4,Drew Barrymore,Erica
0.592,0.438,1,-10.054,1,0.0391,0.193,0,0.0564,0.259,67.445,1rPCgtaIF0CyKRgAwhtpbF,185000,4,Adore,Erica
0.781,0.45,8,-9.726,1,0.0759,0.146,0.0612,0.247,0.187,95.012,18TKlejl6GTQjMQJM7mx6W,195702,4,Appreciation,Erica
0.833,0.477,3,-9.489,0,0.04,0.689,9.27e-4,0.095,0.155,109.989,1BczdgS6s8ofRNMZPtbMF1,185075,1,I Don't Think So,Erica
0.568,0.463,4,-10.622,1,0.262,0.553,0.00114,0.0858,0.148,157.686,4m6ObZmZ7wnyrKtmLvlyVE,194434,4,Feel It Still - Medasin Remix,Erica
0.452,0.528,9,-7.423,1,0.026,0.219,0.00531,0.183,0.307,88.738,19eOEtsE1GWzkS2bPjc3tN,189240,4,Not Used,Erica
0.733,0.451,2,-10.024,1,0.0772,0.238,0.00191,0.123,0.623,159.948,050ItN4TMHqS5AqOsRbUiY,318280,4,Complete,Erica
0.735,0.684,6,-11.039,0,0.078,0.0426,2.34e-4,0.319,0.83,95.978,1woaDKmquVGXSXuA71DgYy,222500,4,Blue Magic (Waikiki) - Eric Krasno Remix,Erica
0.678,0.374,0,-9.387,0,0.0475,0.561,0.0249,0.103,0.0519,82.058,3XWUy9BZzFYd5cQSDY3nae,222439,4,Drift,Erica
0.734,0.661,11,-6.705,1,0.0356,0.222,2.18e-6,0.201,0.253,134.93,4Tid4MwqgR1CfKCun3tFon,207881,4,Kings of Summer - Single Version,Erica
0.487,0.555,11,-5.919,0,0.0419,0.00693,0.0216,0.265,0.502,79.689,5GE8FTL15kS123apRK7vD4,256413,3,Here In Spirit,Erica
0.567,0.644,0,-7.005,1,0.0488,0.434,3.19e-4,0.463,0.34,108.061,0cQ5y2ycYOR7KrMG752t8Q,204933,4,Solo,Erica
0.442,0.782,3,-4.255,1,0.0477,0.235,0.0055,0.195,0.431,95.148,1ZQwftFvuyrHrl41HA9dOC,211573,4,Ultralife,Erica
0.553,0.918,11,-3.515,0,0.0594,0.0454,1.27e-4,0.0776,0.756,90.062,2XELtFPg5H2Xmg6eas6dII,191280,4,High On Humans,Erica
0.52,0.589,5,-5.842,0,0.0304,0.516,1.15e-5,0.0613,0.447,63.024,2ScrwCtee5LnTrpQZfrxqJ,182280,4,All About You,Erica
0.749,0.454,4,-4.57,0,0.0587,0.537,1.75e-5,0.251,0.944,96.054,0j1BAvgZnO5LoRCsGtgYYG,191760,4,Heavy,Erica
0.572,0.64,7,-5.62,1,0.029,0.694,1.74e-5,0.21,0.376,111.953,7GLvGlqdg2ocugG4G5ih4I,219773,4,Bigger Than Love,Erica
0.703,0.496,9,-4.655,1,0.035,0.305,1.68e-6,0.0837,0.892,95.478,0cqiehfcVFq3ISC3pO9zLE,204493,4,Heart Strings,Erica
0.565,0.475,5,-5.038,1,0.0319,0.164,3.82e-4,0.0861,0.7,144.764,53LWnHbfoBuARHoAtEwrBY,238293,4,Overgrown,Erica
0.509,0.267,3,-5.654,1,0.0485,0.905,0.00266,0.121,0.304,73.171,3cUQUcDvzrbfSFXHpLvdXf,295027,4,My Friends,Erica
0.581,0.389,0,-10.164,1,0.0331,0.751,0.0824,0.118,0.163,149.847,3fOCHVP6W1uXr2kkZ1dzm0,256573,3,Waste,Erica
0.625,0.434,10,-8.764,1,0.0391,0.566,0.0202,0.119,0.166,116.8,6bpBsotzL05UzS1rHsIqk8,203586,4,Livewire,Erica
0.657,0.456,9,-8.351,1,0.0961,0.705,8.84e-6,0.084,0.381,141.735,2kJqNHHGOzLNahukdvlDWN,196466,4,Drive,Erica
0.52,0.329,2,-9.337,0,0.0381,0.725,1.31e-5,0.333,0.171,87.857,2QgNcjwEn0vGmTommfszQd,229935,4,Lose It,Erica
0.624,0.423,1,-8.757,1,0.0628,0.748,8.18e-5,0.103,0.325,81.299,3X3mfRMRaPJRiIMDMQtSkd,208229,4,Landslide,Erica
0.477,0.229,0,-14.402,1,0.0555,0.845,4.46e-4,0.196,0.0819,131.28,3sZfQB5uYTJmA4QnB8dv7P,257427,4,White Blood,Erica
0.639,0.465,11,-7.247,0,0.0696,0.27,1.45e-6,0.124,0.319,86.994,0IVHlst3XMgzXUJbIyZ8oO,224740,4,Without You,Erica
0.538,0.282,7,-9.148,0,0.0633,0.555,2.07e-4,0.374,0.201,74.31,77EipMYqP1rGvotKd6i5E3,174084,4,The Rain,Erica
0.635,0.421,5,-8.153,0,0.0448,0.612,2.77e-6,0.163,0.608,111.707,2KYyhbWmfbW4z8eMhFzme4,187107,4,Dazzle,Erica
0.59,0.242,10,-11.724,0,0.0516,0.978,1.24e-4,0.0906,0.366,126.721,6Vigp41BietH0WoFZ52JI5,214174,4,All We Do,Erica
0.681,0.484,1,-9.978,1,0.0563,0.641,0.00631,0.115,0.646,143.044,6UlVoivrSMVoyhdc5S2tVk,210756,4,Midnight Moon,Erica
0.458,0.298,0,-13.191,1,0.25,0.833,0.0599,0.0631,0.144,76.575,5jOQ5v49S1h496AiNlk682,235671,4,Plans,Erica
0.33,0.507,5,-6.368,0,0.0339,0.274,4.65e-6,0.122,0.177,122.164,6869GCVsUJwiama50hwygf,399084,4,Cruel World,Erica
0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,4qAvQFATsgVMpytrPp7VME,342093,3,Shades Of Cool,Erica
0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,6WKFO9WM8WatQexlcUgRRE,351640,4,Brooklyn Baby,Erica
0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,5fpZBXuorlUCC9SP6LVuw3,256760,4,West Coast,Erica
0.345,0.587,5,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479,1wiS0DBWRmEgRcxtJuygtm,317760,4,Sad Girl,Erica
0.509,0.547,10,-6.548,0,0.0417,0.399,0,0.215,0.197,109.436,6w9SUzyKDgcAoKcMYXYzBI,234147,4,Pretty When You Cry,Erica
0.349,0.525,8,-6.829,0,0.0451,0.583,0,0.35,0.288,136.762,6MoPIWPLxFllecy6X17JCs,270680,5,Money Power Glory,Erica
0.52,0.69,5,-5.919,1,0.0554,0.601,0.201,0.137,0.182,129.839,79J3t6ZGyQWKHUXCdKPidK,212227,4,Fucked My Way Up To The Top,Erica
0.312,0.168,10,-12.476,0,0.0332,0.888,6.59e-6,0.147,0.154,108.115,14S9d9TPGqTgOMMtTbqvif,271480,1,Old Money,Erica
0.583,0.333,0,-14.111,0,0.0417,0.764,0.479,0.104,0.195,148.747,6IRAHTNBYOOAGtgH8R6uvu,258000,4,Upon These Stones,Erica
0.266,0.513,0,-7.852,1,0.0388,0.28,5.98e-5,0.11,0.579,200.781,0iQPnK3bi7O27c5T2HBTdr,256040,4,Florida Kilos,Both
0.33,0.507,5,-6.368,0,0.0339,0.274,4.65e-6,0.122,0.177,122.164,6ayKgleoMF26lvU1Z7wVm7,399084,4,Cruel World,Both
0.144,0.541,0,-7.076,1,0.038,0.278,1.01e-5,0.101,0.0899,79.262,1y3r6RXiJZNBV1EI0NggpS,251480,3,Ultraviolence,Both
0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,4VSg5K1hnbmIg4PwRdY6wV,342093,3,Shades Of Cool,Both
0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,1NZs6n6hl8UuMaX0UC0YTz,351640,4,Brooklyn Baby,Both
0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,5Y6nVaayzitvsD5F7nr3DV,256760,4,West Coast,Both
0.345,0.587,5,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479,11MyiSGZSYSmhhqwGUTtAq,317760,4,Sad Girl,Both
0.509,0.547,10,-6.548,0,0.0417,0.399,0,0.215,0.197,109.436,6PnluwP0fjGnpIBsqTdUTq,234147,4,Pretty When You Cry,Both
0.349,0.525,8,-6.829,0,0.0451,0.583,0,0.35,0.288,136.762,7Ms58r8G6Y0r1XLtpwoGxN,270680,5,Money Power Glory,Both
0.52,0.69,5,-5.919,1,0.0554,0.601,0.201,0.137,0.182,129.839,70Laus6ozJIHDpfTtUSmAZ,212227,4,Fucked My Way Up To The Top,Both
0.312,0.168,10,-12.476,0,0.0332,0.888,6.59e-6,0.147,0.154,108.115,6IfPyMb0Sxptpx6jBUATOS,271480,1,Old Money,Both
0.255,0.468,7,-6.43,0,0.0317,0.822,0.248,0.339,0.175,111.67,1KuVEZR4xuQVNr1KkanAV4,181960,4,The Other Woman,Both
0.32,0.529,5,-7.595,1,0.0436,0.27,0.0136,0.0942,0.103,119.898,63hHlajVLQnlFMAqSyePxO,314533,4,Black Beauty,Both
0.533,0.666,8,-8.957,0,0.0448,0.3,0.00862,0.115,0.343,108.928,0vfPEfQk0ZCHExTZ007Ryr,270640,4,Guns And Roses,Both
0.428,0.626,4,-6.639,0,0.0339,0.222,8.22e-5,0.277,0.379,86.02,487OPlneJNni3NWC8SYqhW,285400,4,Born To Die,Erica
0.399,0.721,4,-5.562,0,0.0523,0.0621,0.00282,0.278,0.113,160.125,5IyblF777jLZj1vGHG2UD3,299934,4,Off To The Races,Erica
0.558,0.837,3,-4.405,1,0.0633,0.418,0,0.0821,0.488,117.963,2lFTzUnuGaWlWHJQokjRyb,209440,4,Blue Jeans,Erica
0.236,0.249,6,-9.595,0,0.0348,0.811,1e-6,0.087,0.181,72.847,24jvD83UgLmrdGjhWTFslY,281960,5,Video Games,Erica
0.595,0.696,10,-5.921,0,0.0417,0.276,0,0.411,0.533,88.013,4O9dZs2B0ilk4PEfX2bPEv,222920,4,Diet Mountain Dew,Erica
0.532,0.899,0,-5.935,0,0.244,0.531,1.46e-4,0.0957,0.436,85,1M0g1beKC4H9gbrOiSayHW,230520,4,National Anthem,Erica
0.6,0.653,1,-8.309,0,0.0594,0.0953,0,0.122,0.43,119.994,2Y115i0IhELJhyyftvoSFt,243187,4,Dark Paradise,Erica
0.423,0.857,2,-5.173,1,0.0687,0.188,2.63e-5,0.105,0.196,75.024,4PMdq7Q7xOFrY424ZelZEb,214574,4,Radio,Erica
0.524,0.427,1,-9.57,0,0.0297,0.098,2.73e-4,0.129,0.0379,100.024,2wiXEarKt55K8aW8elRqDW,248720,4,Carmen,Erica
0.382,0.589,6,-5.991,1,0.0359,0.484,0,0.131,0.511,65.627,4lXHVnmDO5u62tGJIpTafd,231574,4,Million Dollar Man,Erica
0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-6,0.122,0.235,111.968,2dBwB667LHQkLhdYlwLUZK,265427,4,Summertime Sadness,Erica
0.534,0.842,2,-7.031,0,0.0925,0.0904,0.0388,0.203,0.441,138.004,6QOU3FhUkPeA2RtaXcvgi7,238427,4,This Is What Makes Us Girls,Erica
0.586,0.593,6,-8.394,1,0.0329,0.636,1.31e-4,0.115,0.668,111.942,7cpHPzPgqKor6gv6nTkJ4R,229294,4,Without You,Erica
0.375,0.416,0,-7.149,1,0.0283,0.778,2.48e-6,0.23,0.271,134.923,2E8b9rCHCWNr0CrZSTVJCT,225069,4,Lucky Ones,Erica
0.373,0.686,0,-5.52,1,0.034,0.128,1.96e-6,0.383,0.189,93.763,3l2S2RkGG4lbh7WqmCV3NB,289080,4,Ride,Erica
0.397,0.585,7,-6.518,1,0.0359,0.535,4.38e-4,0.0976,0.18,143.983,7wfCiX59FY09gsKKFhYfxp,248907,4,American,Erica
0.298,0.668,1,-5.536,0,0.0478,0.0699,2.44e-5,0.59,0.121,110.063,6LrNqp69g8ngQ0Oem7DGWK,260894,4,Cola,Erica
0.245,0.492,1,-9.397,0,0.0593,0.466,0,0.0851,0.104,167.7,6rsXPxIVXPo4bPhZA5vLUX,233440,3,Body Electric,Erica
0.189,0.317,10,-8.631,1,0.028,0.812,0.0719,0.214,0.251,84.809,5QWex1FyG3NhqIfJsJUqxj,158654,4,Blue Velvet,Erica
0.352,0.725,8,-6.463,0,0.0656,0.00193,2.73e-6,0.22,0.339,189.767,1TogTbSn3xkbapb6OUxRvq,237640,4,Gods & Monsters,Erica
0.506,0.201,3,-12.931,0,0.0294,0.926,4.11e-4,0.253,0.145,71.925,4np1UPhRvjBfYC4f3CaLtI,321054,4,Yayo,Erica
0.346,0.42,2,-11.506,0,0.0298,0.864,0.0875,0.901,0.303,83.56,6JbioaahWqp3efRZWN001d,237640,4,Bel Air,Erica
0.349,0.591,9,-7.311,1,0.039,0.116,1.64e-6,0.102,0.195,175.933,450X3NhtLIVmYeMEIkV3mj,264038,4,Groupie Love (feat. A$AP Rocky),Erica
0.761,0.576,1,-8.691,1,0.145,0.018,7.54e-6,0.191,0.13,134.981,5JwLhFNrXw49pn3HQqu02G,260672,4,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Erica
0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-6,0.0585,0.538,78.388,06gD2ZtK3Dzc1BYqWExQJJ,180907,4,Broken Halos,Erica
0.535,0.266,4,-9.97,1,0.03,0.76,4.91e-5,0.243,0.221,83.177,3yju5QYFjndmGvaG2wVvPv,255027,3,"Last Thing I Needed, First Thing This Morning",Erica
0.529,0.89,0,-6.104,0,0.0388,0.0185,0.00112,0.341,0.875,96.731,0oTGa77jJ1H5joTG5SvxFj,176067,4,Second One To Know,Erica
0.454,0.503,0,-7.61,1,0.0265,0.376,0.0076,0.242,0.401,150.999,5v9e0mJg74D7cFfYxKDJH0,245693,3,Up To No Good Livin',Erica
0.655,0.0645,4,-14.765,1,0.0429,0.854,1.11e-5,0.107,0.278,129.399,6Wo5YxkdXgwzKQZbDg2r17,248053,4,Either Way,Erica
0.657,0.577,2,-8.586,0,0.0341,0.393,0.0291,0.105,0.434,135.558,7dUdMZqfGSIt0ZkmTOgRLA,191480,4,I Was Wrong,Erica
0.489,0.447,7,-9.176,0,0.0336,0.329,0.00226,0.105,0.14,82.187,6Oexp3W6bv5LBzsS171iqN,231333,4,Without Your Love,Erica
0.654,0.752,2,-6.861,0,0.0497,0.202,2.17e-4,0.126,0.879,112.795,6vcFHirl6xkhzNLgZZH6QN,180720,4,Them Stems,Erica
0.745,0.125,0,-15.786,1,0.038,0.743,0.0108,0.101,0.379,140.578,7sO969CnGNCZ7kDravLtPO,243093,4,Death Row,Erica
0.629,0.852,1,-5.094,1,0.0521,0.0865,0.0215,0.263,0.415,104.997,7D0t8BHJxakSnO6EVBglc4,215131,4,Higher Ground (feat. Naomi Wild),Erica
0.555,0.585,2,-6.672,1,0.0272,0.0149,0.86,0.0707,0.0803,130.004,0vtX8UMG38p7IXpP4lZJ2z,195692,4,Bloom,Erica
0.596,0.539,2,-9.318,1,0.0472,0.0419,0.0317,0.0783,0.117,89.966,01YmDEvbiVb5q5eCGNlB6U,277333,4,White Lies (feat. Jenni Potts),Erica
0.413,0.557,9,-7.622,0,0.0346,0.1,0.105,0.218,0.0498,110.028,1Bzt8ya4lki8tDYrMZxb5E,349091,4,For Us (feat. Briana Marela),Erica
0.749,0.745,6,-7.367,0,0.0479,0.0041,0.395,0.0748,0.347,115.048,1LeItUMezKA1HdCHxYICed,262957,4,Say My Name (feat. Zyra),Erica
0.644,0.848,4,-4.952,0,0.0511,0.00416,0.0168,0.0629,0.283,99.989,5jnp8E61wcoF6qIEtDHQnJ,211200,4,All We Need (feat. Shy Girls),Erica
0.583,0.694,6,-10.049,1,0.0637,0.0568,0.751,0.0846,0.13,120.147,310xF17abXDaKlq0gwv50l,136000,4,Sundara,Erica
0.335,0.33,0,-8.302,1,0.031,0.472,0.41,0.164,0.04,75.07,3i2Q3cFdFzJ39nV9sAt3Pc,208000,4,Kusanagi,Erica
0.507,0.52,2,-8.92,1,0.0389,0.00199,0.305,0.086,0.0788,139.918,7IBaWJgk81AoQs6K3VOJds,264000,4,Echoes (feat. Py),Erica
0.404,0.587,9,-11.172,0,0.156,0.165,0.00267,0.231,0.103,120.047,1TSxLktSlIdEsjTGWB4Fub,268000,4,It’s Only (feat. Zyra),Erica
0.501,0.648,7,-7.023,0,0.0473,0.00898,0.377,0.393,0.095,99.996,6vLkn5w2UtsBdNAd98QQNK,194400,4,Koto,Erica
0.599,0.553,5,-8.176,1,0.0325,0.448,0.905,0.137,0.191,120.025,2gpVdtEWFwUyl6uLLmvBzW,248000,4,Memories That You Call (feat. Monsoonsiren),Erica
0.683,0.481,8,-9.174,0,0.075,0.191,0.736,0.0907,0.47,120.001,7jZHUhAmW5oq1cq6s8IxmK,160000,4,Sun Models (feat. Madelyn Grant),Erica
0.512,0.624,11,-6.761,1,0.0509,0.00305,1.72e-4,0.346,0.2,129.932,7lUA4P03AhwAw40JHkdyGr,257653,4,Pretty Hurts,Erica
0.313,0.533,1,-9.416,0,0.166,0.103,0.00635,0.507,0.311,66.93,7cioKB5CHVzk09SOtTyn0T,369040,4,Haunted,Erica
0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,6jG2YzhxptolDzLHTGLt7S,323480,4,Drunk in Love (feat. Jay-Z),Erica
0.875,0.434,0,-7.683,1,0.091,0.242,0.00147,0.233,0.776,120.067,6wwrYruEgWlowPDZMq5116,309720,4,Blow,Erica
0.57,0.467,9,-9.152,0,0.171,0.0421,0.00253,0.125,0.509,111.58,4DActPOAtak2m8meZeMt3B,228693,1,No Angel,Erica
0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,5hgnY0mVcVetszbb85qeDg,319467,4,Partition,Erica
0.452,0.54,8,-10.087,1,0.229,0.122,0.00462,0.0882,0.227,133.774,63wKtmUg754umO8SglEL79,184013,4,Jealous,Erica
0.495,0.403,1,-9.732,1,0.299,0.499,0,0.7,0.563,140.365,0755vnFQZLSgHHWbR1qCjY,391907,3,Rocket,Erica
0.557,0.428,5,-11.306,1,0.136,0.0673,0.0019,0.144,0.0996,103.009,63FrXif0Pdu4NAPvTh87mw,378600,4,Mine (feat. Drake),Erica
0.47,0.793,0,-8.929,1,0.26,0.164,1.31e-6,0.313,0.216,170.1,40xhyfAPDoMtv494MfPevP,215947,4,XO,Erica
0.476,0.688,1,-7.799,1,0.245,0.0953,6.48e-4,0.438,0.353,140.555,7tefUew2RUuSAqHyegMoY1,250960,4,***Flawless (feat. Chimamanda Ngozi Adichie),Erica
0.525,0.334,0,-11.54,1,0.0686,0.641,0,0.114,0.185,80.307,49sXkAcR5LvOrtq5Qcn5cf,276560,3,Superpower (feat. Frank Ocean),Erica
0.346,0.188,6,-12.688,0,0.0327,0.573,0.0166,0.108,0.0388,103.265,0fYwfZcgijhIOyXn0RVPwq,230893,4,Heaven,Erica
0.499,0.434,6,-10.14,1,0.0608,0.541,6.58e-5,0.119,0.0643,90.322,2LjkT4gu5wO4JdeEYl0fMY,266920,4,Blue (feat. Blue Ivy),Erica
0.64,0.659,8,-7.273,1,0.215,0.241,8.33e-6,0.484,0.457,136.804,0zVMzJ37VQNFUNvdxxat2E,234413,4,Flawless Remix (feat. Nicki Minaj),Erica
0.508,0.763,8,-3.58,1,0.0516,0.16,0,0.118,0.476,139.653,0FZmAvivvifvtN3pZScbw1,395987,4,Drunk in Love Remix (feat. Jay-Z & Kanye West),Erica
0.732,0.763,0,-6.732,1,0.0729,0.0273,0,0.33,0.709,98.011,2Z9Yid1RueNo2sHS9x4gdh,180187,4,Ring Off,Erica
0.872,0.445,2,-7.631,0,0.0936,0.272,0.00119,0.345,0.763,120.029,0GjDYSp1bNyjggwPadwlyf,309747,4,Blow Remix (feat. Pharrell Williams),Erica
0.664,0.808,0,-6.477,1,0.0726,0.0225,2.44e-5,0.259,0.409,98.044,7jpSvCrFev9EBb5RSmoRTa,273480,4,Standing on the Sun Remix (feat. Mr. Vegas),Erica
0.575,0.386,9,-9.584,0,0.037,0.785,2.89e-4,0.229,0.466,116.408,2ZWlPOoWh0626oTaHrnl2a,249191,4,Ivy,Both
0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-5,0.417,0.549,159.94,3xKsf9qdS1CyvXSMEid6g8,184516,3,Pink + White,Both
0.746,0.429,7,-11.143,1,0.494,0.985,0,0.149,0.932,88.413,1IdZvb2XK8NmsovQlV6CPn,86944,3,Be Yourself,Both
0.43,0.296,3,-13.645,1,0.0583,0.882,6.21e-6,0.104,0.386,129.048,4xR3MAscflQ262kMeiKshQ,184600,4,Skyline To,Both
0.581,0.21,8,-10.426,1,0.0321,0.768,0,0.369,0.452,80.099,5GUYJTQap5F3RDQiCOJhrS,249668,4,Self Control,Both
0.525,0.131,0,-12.787,1,0.458,0.983,0.00433,0.12,0.811,107.007,2JUqYobT8NvARdPmc4ES2x,66786,5,Good Guy,Both
0.457,0.551,5,-9.36,0,0.167,0.427,1.15e-6,0.113,0.428,89.87,7eqoqGkKwgOaWNNHx90uEZ,307151,4,Nights,Both
0.855,0.663,5,-8.401,0,0.2,0.194,0.0013,0.146,0.815,77.978,1VZLEW5ZfcAbKZ94XQiSZF,85754,4,Close To You,Both
0.501,0.0958,0,-15.605,1,0.0433,0.77,0,0.298,0.204,108.741,2LMkwUfqC6S6s6qDVlEuzV,248808,4,White Ferrari,Both
0.399,0.0969,6,-12.578,1,0.0509,0.929,1.68e-4,0.121,0.0758,109.54,34xTFwjPQ1dC6uJmleno7x,177922,4,Godspeed,Both
0.846,0.711,0,-7.939,1,0.061,0.496,0,0.247,0.883,120.013,6UsoV6X96Rox9mfxoz7SFy,197840,4,You Broke Up with Me,Erica
0.769,0.526,0,-8.455,1,0.336,0.577,6.72e-5,0.0791,0.413,99.832,1T21E5CLbX8iGmThS5EdDE,223081,4,Deep,Erica
0.809,0.794,8,-4.879,1,0.0577,0.0575,0,0.106,0.632,142.093,6QNBibi7mXE8e8cTdCgQy0,143833,4,Block List,Erica
0.61,0.579,9,-8.184,1,0.0662,0.0524,2.3e-6,0.0829,0.203,98.02,1eKJI88ws6C5CrYimq9aQ6,210492,4,I Like Me Better - Ryan Riback Remix,Erica
0.723,0.416,1,-11.172,0,0.0623,0.0931,8.61e-4,0.215,0.557,140.017,4u8ezGJFaee1o8EjUNSMFy,244823,4,Little Things,Erica
0.316,0.725,3,-5.245,1,0.0347,0.207,0.707,0.222,0.286,154.516,2TzlzPZLktwugSJdccxi3n,298373,4,Plastic Soul,Erica
0.57,0.668,11,-7.212,1,0.0293,0.418,0.0138,0.195,0.317,107.012,2hYwDaO91sbawS7qmrfI52,260292,4,Seasons Run,Erica
0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374,6Na5uKk5SsqZimk0hAWo8y,234373,4,Signs,Erica
0.406,0.47,10,-11.58,1,0.149,0.862,1.93e-5,0.184,0.349,137.633,71T6ks7uNqlkSAHM2CDWnj,153922,4,New York,Erica
0.711,0.454,1,-6.644,0,0.0387,0.947,0.55,0.141,0.605,95.107,4dStmzkbjB3X6cAnNxPXti,212040,4,Plateau,Erica
0.816,0.433,6,-6.372,1,0.177,0.0717,1.42e-5,0.12,0.713,129.852,3VeuvRWfJLSOzeVPrgi5MR,150133,4,Night Drive,Erica
0.676,0.735,10,-7.318,1,0.322,0.466,0,0.118,0.694,117.223,1WMwjqR201fcZfrAJw2glj,174867,4,Suede,Erica
0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,3VAeTjREoKPY1exOXR4oBm,129600,4,Go Fuck Yourself,Erica
0.671,0.445,4,-7.842,0,0.0291,0.348,5.93e-5,0.155,0.811,75.996,4SNtyKNyYJ8ERT7YLlnFBr,246480,4,So Young,Erica
0.622,0.58,1,-5.273,0,0.0504,0.00241,2.95e-5,0.112,0.512,104.41,7ARveOiD31w2Nq0n5FsSf8,221874,4,Perfect Places,Both
0.621,0.327,11,-13.396,1,0.054,0.892,0.00488,0.0973,0.0679,110.017,28Lv4LKGF5YmiG6zmoFJcp,214519,4,Naive,Erica
0.622,0.676,0,-7.086,1,0.042,0.31,0,0.0953,0.233,124.045,241S2CErQ00R3I8aUkOoUk,202379,4,Wild Roads,Erica
0.515,0.263,9,-15.13,1,0.0383,0.474,1.38e-4,0.111,0.519,78.904,2Wntmr2GvXABmWJux7BdfI,270707,4,Sunday Mornin' Comin' Down,Erica
0.464,0.539,5,-8.701,1,0.394,0.488,2.2e-4,0.063,0.473,173.661,3YelntUJuFb94u4VDS4EPc,189510,4,Yesterday,Erica
0.56,0.463,7,-9.601,1,0.421,0.775,0,0.128,0.896,155.711,1ZEpge1j4gAi4R7pU9oor5,162490,4,Sunny Duet (feat. the Mind),Erica
0.645,0.364,6,-9.699,0,0.429,0.772,0,0.114,0.5,91.564,5SBPdm1dAz7WhgmSQVfOew,240462,4,All I Need (feat. Xavier Omär),Erica
0.722,0.519,6,-10.018,1,0.229,0.525,4.94e-4,0.105,0.655,95.014,0UVfZ1QfaSPqRHhmZNVI71,183136,4,Reality Check (feat. Akenya & Eryn Allen Kane),Erica
0.771,0.721,8,-11.077,1,0.211,0.355,0.00283,0.0788,0.755,92.942,31O7s8gaVrs6kzTROw0sze,199030,4,Freedom (Interlude),Erica
0.605,0.488,3,-10.737,1,0.407,0.929,0.0185,0.107,0.504,104.25,2TjXFgo8V7BBfJ4HZw0z2W,110504,3,Casket Pretty,Erica
0.518,0.382,6,-12.976,1,0.451,0.843,1.67e-5,0.11,0.496,82.827,25FeM2rqMbcySLJ4dxS2iU,169242,4,Bye Bye Baby,Erica
0.637,0.503,1,-6.927,1,0.336,0.713,1.13e-4,0.109,0.661,81.061,6JvfBzqZmSiEG5MjM7OcSY,208000,4,Diddy Bop (feat. Cam O'bi & Raury),Erica
0.481,0.396,2,-10.406,1,0.0454,0.881,0.156,0.142,0.286,147.978,1RajwjZvpLD5UoNy4ObT3I,245372,4,Powerlines,Erica
0.641,0.303,1,-12.803,1,0.0639,0.672,0.00102,0.124,0.14,81.984,1QbuQrPLqT1c2yJx1o6sY2,301614,4,I've Never Felt So Good,Erica
0.496,0.679,10,-7.898,1,0.0368,0.0948,0,0.103,0.506,154.026,7t304VesCjiRAvpJ6IW8HG,230785,4,Yellow Eyes,Erica
